Job Family,Total Benefits,Total Compensation,Percent_Total_Benefit
Journeyman Trade,22790.38,85306.845,26.71576940865648
Journeyman Trade,37409.625,140031.34,26.71518033034605
Fire Services,25980.780000000002,97252.22666666667,26.71484334137611
Journeyman Trade,40905.965,153123.90249999997,26.71429106242901
Protection & Apprehension,33864.6625,126778.1125,26.711757914837232
Journeyman Trade,31180.239999999998,116728.815,26.711690682373497
Journeyman Trade,6940.88,25987.17,26.708872108813697
Journeyman Trade,28562.928000000004,106943.18800000001,26.708506202377286
Journeyman Trade,38427.7675,143879.23,26.70834942611244
Street Transit,38184.426666666666,142971.14,26.70778638728534
"Clerical, Secretarial & Steno",1276.74,4780.55,26.706968863415298
Semi-Skilled & General Labor,18932.57,70903.32,26.70195133316747
Protection & Apprehension,31993.467500000002,119823.6125,26.700469826011965
Journeyman Trade,35549.619999999995,133146.09,26.699710070344533
Protection & Apprehension,45166.009999999995,169170.1475,26.69856985257993
Street Transit,34987.665,131048.01499999998,26.698355560746194
Journeyman Trade,27405.36,102654.73,26.69663638489917
"Clerical, Secretarial & Steno",2408.84,9023.38,26.695539808807787
Journeyman Trade,11305.79,42351.86,26.6949078505643
Protection & Apprehension,30616.777499999997,114695.625,26.693936669336775
Journeyman Trade,31092.829999999998,116482.15400000001,26.693213451392733
Street Transit,24949.62,93480.94,26.689526228555255
Journeyman Trade,41597.265,155856.7225,26.689426245313225
Fire Services,24402.24,91434.89666666667,26.688103655828854
Public Safety Inspection,31371.596666666665,117553.63,26.68705055442921
Human Services,38994.405,146141.4375,26.682647760324652
Skilled Labor,35195.4575,131923.99,26.67858779892876
Nursing,35680.9525,133749.5175,26.677443901806974
"Payroll, Billing & Accounting",31039.475,116355.565,26.676399190704803
Fire Services,19289.7,72317.47,26.67363778074648
Protection & Apprehension,25546.36,95776.03199999999,26.673019821911186
Journeyman Trade,45122.4075,169182.5925,26.67083346651045
Journeyman Trade,27354.09,102564.75,26.67006939518694
Journeyman Trade,33474.2,125515.295,26.669419053669913
Dietary & Food,19829.4575,74355.7125,26.668371310408734
Airport Operation,40278.44500000001,151036.35749999998,26.66804580479903
"Clerical, Secretarial & Steno",16887.295,63324.307499999995,26.667950533845158
Fire Services,31798.656666666666,119239.63666666667,26.667857732206553
Correction & Detention,24606.611999999997,92273.32400000002,26.667091780502012
Journeyman Trade,39738.255000000005,149024.0775,26.665660788941974
Supervisory-Labor & Trade,41393.6375,155257.0,26.661366315206397
Journeyman Trade,38501.6325,144412.8025,26.660816654395997
Journeyman Trade,38193.71,143258.27000000002,26.660736584352158
Correction & Detention,21415.75,80328.34000000001,26.66026709875991
Street Transit,35081.947499999995,131607.73,26.656449055082092
Nursing,36605.9175,137326.66999999998,26.65608763396069
Public Safety Inspection,41647.145000000004,156248.9025,26.654360020224786
Protection & Apprehension,33461.88,125543.51499999998,26.653610901367546
Correction & Detention,30416.4625,114129.73,26.65077933681259
Street Transit,13044.22,48945.21,26.650656928430788
Journeyman Trade,45375.497500000005,170272.76,26.648712042959783
Journeyman Trade,26333.91,98824.57,26.647128340654554
Nursing,29059.392,109052.826,26.647078361820718
Journeyman Trade,35286.729999999996,132427.7575,26.646022454922257
Police Services,15887.38,59632.715,26.64205377870184
"Lab, Pharmacy & Med Techs",22579.81,84752.515,26.64205304113984
Semi-Skilled & General Labor,16447.82,61737.945999999996,26.641346312363552
Fire Services,30740.52,115390.72,26.64037454658399
Journeyman Trade,44190.2825,165892.8525,26.637845955418726
Human Services,24503.86,91992.11,26.6369148397618
Construction Inspection,28860.420000000002,108351.22000000002,26.635989885485365
Journeyman Trade,43753.1275,164263.52,26.635936877524607
Human Services,36708.3225,137832.6775,26.632525149923175
Police Services,15746.470000000001,59126.62,26.63177770012898
Journeyman Trade,31881.514000000003,119713.38999999998,26.631535536668043
Protection & Apprehension,41162.035,154582.0675,26.62794958412625
Journeyman Trade,39035.630000000005,146598.51,26.627576228435068
Journeyman Trade,40828.817500000005,153348.10749999998,26.624924275638683
Protection & Apprehension,39106.65,146886.405,26.623736893826223
Journeyman Trade,30081.684999999998,112997.05,26.62165516710392
Police Services,19218.045000000002,72195.115,26.619591921143144
Human Services,37127.807499999995,139476.22499999998,26.619452526765762
Construction Inspection,25064.44,94161.17,26.618658200614963
Skilled Labor,37126.307499999995,139481.54,26.61736277072937
Street Transit,29020.199999999997,109049.185,26.612028324650016
Correction & Detention,22177.1625,83345.3325,26.608763604128637
Human Services,41616.0875,156400.77500000002,26.60861974628962
Street Transit,29421.296666666673,110571.81333333335,26.608315247550735
Journeyman Trade,44712.985,168057.34,26.605791213879744
Street Transit,35846.6325,134741.5325,26.60399643294839
Human Services,36615.457500000004,137638.4,26.602646863084722
Journeyman Trade,19602.821666666667,73691.83,26.601078663220424
Housekeeping & Laundry,19284.864999999998,72499.83000000002,26.59987616522686
Street Transit,42171.62,158543.685,26.59936912655966
Street Transit,41961.8625,157755.6825,26.599271630040967
Journeyman Trade,27116.371666666662,101956.17666666668,26.59610486897752
Protection & Apprehension,30404.894999999997,114324.2975,26.595304467101577
Nursing,36515.5725,137308.9675,26.59372739074744
"Clerical, Secretarial & Steno",1006.2099999999999,3783.8450000000003,26.59226263232241
Nursing,32561.899999999998,122449.07333333332,26.592197975528443
Protection & Apprehension,18480.205,69499.7575,26.590315800742182
"Clerical, Secretarial & Steno",2150.4,8087.155,26.590315135545197
Journeyman Trade,41405.265,155736.37,26.586766469515116
Journeyman Trade,30019.275,112918.07750000001,26.58500362796205
Street Transit,35106.5275,132063.135,26.5831395718419
Nursing,34223.55,128743.54750000002,26.582730291784134
Journeyman Trade,32615.86,122712.335,26.579120998716228
Street Transit,43196.4425,162527.8425,26.577872342088092
Journeyman Trade,45016.4525,169376.16249999998,26.577796919917823
Journeyman Trade,41527.945,156254.4975,26.577119804183557
Nursing,10443.25,39298.704999999994,26.574030874554268
Street Transit,32277.672,121469.812,26.572587434316603
Journeyman Trade,36351.52250000001,136805.16999999998,26.57174615549983
Human Services,33380.197499999995,125635.61249999999,26.569057002050272
Nursing,42686.6,160663.3225,26.56897625156482
Journeyman Trade,23418.6875,88148.93,26.567182948221834
Street Transit,15172.909999999998,57115.399999999994,26.56535715411255
"Lab, Pharmacy & Med Techs",36258.121999999996,136494.002,26.563893994404232
Fire Services,21642.355,81479.17499999999,26.561823926175006
Journeyman Trade,35160.090000000004,132400.4575,26.55586745234623
Nursing,36296.557499999995,136696.66,26.55262937660656
Nursing,36620.217500000006,137918.9375,26.551986379680457
Skilled Labor,27718.879999999997,104395.795,26.551720785305577
Dietary & Food,4501.73,16955.39,26.55043617398361
Journeyman Trade,36762.276,138462.244,26.550397377641804
Fire Services,30103.48,113383.66,26.550104309562773
Protection & Apprehension,31396.195,118257.94,26.548910796179943
Police Services,19186.695,72273.745,26.54725446979398
Skilled Labor,17792.445000000003,67022.785,26.54686014614284
Supervisory-Labor & Trade,40490.535,152526.685,26.546525285067336
Journeyman Trade,39766.763333333336,149813.12666666668,26.54424496580607
Correction & Detention,38316.100000000006,144352.12,26.543496555506085
Correction & Detention,34468.615000000005,129868.1875,26.54123050727878
Supervisory-Labor & Trade,9047.12,34088.69,26.53994624023393
Human Services,41842.66,157660.34,26.539749945991492
Journeyman Trade,42532.61,160260.125,26.53973344897865
Supervisory-Labor & Trade,30559.728333333333,115152.36166666665,26.53851635435412
Supervisory-Labor & Trade,46943.6225,176893.5175,26.53778564836329
Supervisory-Labor & Trade,36324.42333333333,136889.29,26.535621109097235
Correction & Detention,27029.695,101864.6725,26.53490590665768
Journeyman Trade,35383.394,133359.548,26.532328978799473
Correction & Detention,19322.273999999998,72826.602,26.53189009148058
Journeyman Trade,16144.8,60853.05,26.530798374116003
Journeyman Trade,41094.5125,154902.6925,26.529243512019647
Protection & Apprehension,29574.3975,111488.13249999999,26.526946713364314
Journeyman Trade,33796.225,127406.395,26.526317615375582
Airport Operation,39560.405,149144.135,26.524948500321514
Protection & Apprehension,24775.216666666664,93404.08,26.524769224927503
Fire Services,25995.483333333334,98009.93666666666,26.523314081657233
Journeyman Trade,39894.1325,150418.08250000002,26.522165312139244
Journeyman Trade,38237.835,144173.425,26.522110437481807
Journeyman Trade,38465.5375,145039.3975,26.52075102559634
Protection & Apprehension,38929.6375,146796.485,26.519461620623957
Street Transit,28245.575,106508.935,26.51944177265504
Nursing,38355.445,144635.095,26.5187677997515
Street Transit,38807.04,146338.99,26.518592208405977
Journeyman Trade,40935.3525,154374.07749999998,26.516985988142995
Journeyman Trade,44951.645000000004,169532.85,26.51500579386237
"Lab, Pharmacy & Med Techs",26274.2275,99092.175,26.514936724317533
Agriculture & Horticulture,24191.828333333335,91238.65999999999,26.51488780450451
Journeyman Trade,41497.994999999995,156509.265,26.5147210294547
Journeyman Trade,42821.805,161503.1775,26.514527864320193
Journeyman Trade,18261.003333333334,68881.48,26.5107592539146
Journeyman Trade,32882.394,124034.82599999997,26.51061404318817
Journeyman Trade,42790.677500000005,161410.42250000002,26.5104798297644
Nursing,36344.9375,137096.845,26.510411308152275
Nursing,29863.756666666664,112661.40666666666,26.50753044032647
Human Services,44615.33499999999,168315.125,26.507026626394982
Street Transit,41617.44499999999,157022.3575,26.50415244211321
Skilled Labor,26426.88666666667,99712.02999999998,26.503207954613572
"Lab, Pharmacy & Med Techs",36012.3125,135882.9525,26.502450702931256
"Clerical, Secretarial & Steno",721.27,2721.535,26.5023231374941
Protection & Apprehension,41589.275,156929.22999999998,26.501930201276082
Journeyman Trade,44639.350000000006,168441.8025,26.501349034186454
Journeyman Trade,44519.0325,167991.9675,26.500691171439495
Journeyman Trade,42580.314999999995,160700.905,26.496624272277742
Nursing,18176.21,68604.01,26.494384220397617
Journeyman Trade,33728.653999999995,127320.38599999998,26.491165366086776
Journeyman Trade,13615.855000000001,51398.385,26.490822620204895
Human Services,42153.487499999996,159144.005,26.487637721571726
Journeyman Trade,22806.016666666663,86104.29333333333,26.486503499167362
Street Transit,36405.9925,137451.64,26.486400962549446
Journeyman Trade,44845.822499999995,169318.365,26.48609470094989
Human Services,30670.726666666666,115805.76000000001,26.484629664937792
Supervisory-Labor & Trade,37439.675,141365.515,26.484305596028847
Journeyman Trade,38573.635,145658.245,26.48228735695669
Fire Services,22039.445,83224.3,26.481983026591994
Purchasing & Storekeeping,33721.6425,127339.06499999999,26.481773287718113
Journeyman Trade,41326.8925,156061.28,26.481195399653267
Human Services,45659.229999999996,172431.99250000002,26.479558310503194
Journeyman Trade,40145.869999999995,151613.92500000002,26.479012399421748
Nursing,35720.97,134903.0,26.479003432095656
Journeyman Trade,43695.69,165031.97249999997,26.477105822630833
Street Transit,42440.5525,160297.08750000002,26.476184416014416
Journeyman Trade,35820.875,135304.52500000002,26.474262409184018
Journeyman Trade,40534.28,153111.95500000002,26.47362186708412
Protection & Apprehension,44422.942500000005,167815.8075,26.47125033200463
Protection & Apprehension,7208.856,27232.965999999997,26.47106451790819
Journeyman Trade,41327.236666666664,156123.57333333333,26.4708498430474
Journeyman Trade,33231.558000000005,125543.372,26.470181157791433
"Clerical, Secretarial & Steno",7774.55,29372.085,26.46917983520748
Journeyman Trade,35691.56333333333,134844.15,26.46875176515506
Supervisory-Labor & Trade,32498.072499999995,122780.2125,26.46849344718311
Skilled Labor,33953.79,128280.35333333335,26.46842569241442
Protection & Apprehension,28312.64,106972.05,26.467324875983962
Skilled Labor,27155.742000000006,102604.63200000001,26.466389938419155
Journeyman Trade,39706.712499999994,150027.645,26.466263934223587
Journeyman Trade,28643.902500000004,108236.30750000001,26.464227357349568
Nursing,37172.072499999995,140462.5875,26.46403797737244
"Lab, Pharmacy & Med Techs",46356.03,175198.01,26.459221768557757
Street Transit,31216.4575,117980.74250000001,26.458943077087344
Fire Services,33201.98,125487.37,26.458423664469183
Police Services,19222.3,72658.565,26.45565598494823
"Clerical, Secretarial & Steno",3677.8,13902.99,26.45330249104689
Street Transit,39661.072499999995,149932.5575,26.452608533673544
Port Operation,32223.25,121815.55,26.45249313408674
Journeyman Trade,29419.975,111225.51,26.450744078404316
Journeyman Trade,38375.66,145086.095,26.450267339540705
Journeyman Trade,27609.180000000004,104383.75,26.44969164261679
Journeyman Trade,40073.427500000005,151511.05,26.449178129251965
Journeyman Trade,41849.490000000005,158236.50999999998,26.447429863057526
Street Transit,42254.44,159770.23,26.4470045514737
Protection & Apprehension,41593.7275,157278.7725,26.445862234841645
Journeyman Trade,37304.182499999995,141061.44,26.445343603468103
Nursing,37244.86750000001,140845.305,26.443811882831312
Construction Inspection,43498.0575,164493.77,26.44358962652507
Nursing,36656.725,138628.3125,26.442452006331678
Journeyman Trade,32973.61,124711.07,26.440002479330822
Housekeeping & Laundry,28215.572500000002,106718.345,26.439289795957766
Journeyman Trade,29987.739999999998,113421.526,26.43919638323328
Journeyman Trade,25969.18333333333,98229.05666666669,26.437374250124286
Nursing,35029.8225,132509.4625,26.435713977784797
Supervisory-Labor & Trade,44393.490000000005,167935.39750000002,26.43486165565541
Street Transit,43348.11,163989.725,26.43343050913708
Police Services,31366.565,118664.225,26.43304247762963
"Clerical, Secretarial & Steno",4288.34,16225.43,26.429746391929214
Street Transit,21718.22,82174.365,26.429434532289964
Journeyman Trade,24856.655000000002,94051.195,26.42885611394943
Journeyman Trade,27443.088333333333,103838.71166666667,26.428571669329422
Police Services,19227.2,72752.385,26.42827448199808
Skilled Labor,17468.805,66103.14,26.426588812573804
Street Transit,29997.48,113513.61499999999,26.42632780217598
Journeyman Trade,38165.215,144424.815,26.425663069050838
Airport Operation,41746.590000000004,157977.66999999998,26.42562711552842
Street Transit,34554.16,130762.7425,26.425080523223198
Journeyman Trade,39460.027500000004,149332.73,26.424232316652883
Protection & Apprehension,40374.590000000004,152799.5925,26.423231462479198
Human Services,35328.2325,133714.3825,26.420667574783884
Human Services,24736.515,93639.8,26.416667912575637
Fire Services,22271.074999999997,84309.48999999999,26.415857811499038
Fire Services,30646.52,116023.1,26.414153733178996
"Lab, Pharmacy & Med Techs",45466.6725,172140.84,26.41248439359306
Dietary & Food,10401.345,39380.7875,26.41223210683636
Nursing,36811.37,139404.91999999998,26.406076629146234
"Clerical, Secretarial & Steno",3685.3475,13956.747500000001,26.405489531138965
Journeyman Trade,42248.8525,160013.5925,26.403289770523713
Journeyman Trade,27083.645,102584.63500000001,26.401268572042973
Protection & Apprehension,32779.485,124161.42249999999,26.400700265817274
Journeyman Trade,31195.303333333333,118163.14666666665,26.400196857768176
Correction & Detention,19643.39,74406.955,26.399938016546976
Nursing,14415.51,54605.69,26.399281833083695
Fire Services,33225.63,125873.29,26.39609245138504
Journeyman Trade,44780.42,169662.43,26.393833920685918
Supervisory-Labor & Trade,41439.9175,157011.31,26.39295060973633
Human Services,42562.844999999994,161268.0275,26.39261213757947
Protection & Apprehension,35469.204000000005,134394.114,26.3919326109773
Journeyman Trade,33842.406,128232.61000000002,26.391419468105653
Journeyman Trade,31655.676,119952.406,26.390196791884275
Street Transit,12512.645,47416.205,26.388963435601813
Nursing,48309.024999999994,183075.625,26.38746965905483
Journeyman Trade,39348.4575,149125.1725,26.38619412158601
"Clerical, Secretarial & Steno",1869.345,7084.860000000001,26.385066183382595
Supervisory-Labor & Trade,41276.86,156442.2175,26.38473211363167
Street Transit,38351.445,145354.9225,26.384689517480915
Street Transit,34844.965,132067.45750000002,26.38421732318122
"Clerical, Secretarial & Steno",5755.290000000001,21814.815000000002,26.38248364700778
Journeyman Trade,34719.64400000001,131602.024,26.382302448479066
Journeyman Trade,24169.138,91611.23400000001,26.382286259783378
Journeyman Trade,33498.0575,126979.61249999999,26.380658154867188
Construction Inspection,44858.675,170063.29499999998,26.377634868241266
Street Transit,39780.72,150825.34,26.375355759184764
Journeyman Trade,22983.96,87148.036,26.37346870329929
"Lab, Pharmacy & Med Techs",30494.42,115626.27,26.373262754216665
Correction & Detention,21035.381666666664,79763.78833333334,26.372094538388374
Journeyman Trade,10019.256666666666,37992.916666666664,26.371380630161323
Journeyman Trade,32966.695999999996,125009.448,26.37136354685767
"Clerical, Secretarial & Steno",1587.03,6018.02,26.371298201069454
Street Transit,38113.7475,144537.82,26.369394183473915
Journeyman Trade,41100.06,155866.3075,26.368790445619556
Journeyman Trade,44049.667499999996,167052.59,26.368742621709725
Fire Services,32324.7,122588.43666666666,26.3684739596565
Police Services,19219.57,72898.41,26.364868589040558
"Clerical, Secretarial & Steno",3760.4750000000004,14263.285,26.364718926951262
Correction & Detention,27829.39,105556.7125,26.364396295498498
"Clerical, Secretarial & Steno",18142.7925,68817.5075,26.363629197119636
Journeyman Trade,14580.612000000003,55307.03200000001,26.363034631834882
Journeyman Trade,41374.56,156962.305,26.359551740782607
Journeyman Trade,42017.7825,159420.57,26.356562707058444
Skilled Labor,36121.54,137062.245,26.35411378239135
Journeyman Trade,22122.693333333333,83945.49999999999,26.35363817397399
Journeyman Trade,33283.799999999996,126301.04666666668,26.352750732020848
Journeyman Trade,25869.985,98174.215,26.35109942055559
Street Transit,21520.864999999998,81675.79,26.349136016927417
Journeyman Trade,39774.725,150963.31,26.347279348869602
Protection & Apprehension,22362.014999999996,84875.42749999999,26.3468658228555
"Clerical, Secretarial & Steno",6816.976,25874.541999999998,26.34626730784259
Nursing,35916.740000000005,136340.7725,26.343359613867527
Protection & Apprehension,25619.065000000002,97254.8725,26.342191749827244
Journeyman Trade,46197.265,175376.96500000003,26.34169487423847
Journeyman Trade,24273.54,92152.87,26.340514408287014
Fire Services,26145.513333333332,99267.33333333333,26.338486645489283
Journeyman Trade,41437.96,157334.5975,26.337474820183782
Journeyman Trade,27099.48833333333,102897.76666666666,26.33632314015238
Journeyman Trade,40898.520000000004,155294.5875,26.33608850018679
Supervisory-Labor & Trade,45491.317500000005,172735.92,26.335760101315348
"Clerical, Secretarial & Steno",1429.28,5427.68,26.333166288358928
Correction & Detention,31459.417499999996,119484.9475,26.329188871259284
Journeyman Trade,26601.9475,101036.51000000001,26.329044322690876
Journeyman Trade,41753.235,158590.52749999997,26.327697913735744
Information Systems,25093.35166666667,95313.72833333333,26.32711164010879
Street Transit,43981.8775,167071.7975,26.325135754884066
Journeyman Trade,40539.255000000005,153995.63,26.32493857130881
Street Transit,31388.34,119234.61666666665,26.324855044193683
Public Safety Inspection,45621.96,173314.995,26.323146476737342
Journeyman Trade,35658.835999999996,135485.592,26.31928271753058
Police Services,19229.015,73063.815,26.318109723671014
Journeyman Trade,15752.535999999998,59854.926,26.31786062186427
Nursing,28874.922,109718.61000000002,26.317251011473804
"Clerical, Secretarial & Steno",10896.21,41404.97,26.316188612140035
Journeyman Trade,29311.78,111383.505,26.31608692867045
Airport Operation,40756.665,154878.3425,26.31527710209063
Police Services,19232.935,73091.865,26.31337290408447
Journeyman Trade,25790.282,98024.896,26.309930489495244
Fire Services,33044.46333333333,125605.23333333334,26.308189918838305
"Clerical, Secretarial & Steno",3274.57,12447.26,26.30755684383551
Journeyman Trade,35282.265,134121.56,26.306184479214227
Nursing,28223.832000000002,107292.36399999999,26.305536524481845
Street Transit,36826.192500000005,139996.9375,26.304998636130883
Journeyman Trade,36967.2975,140534.35499999998,26.304811730910927
"Clerical, Secretarial & Steno",6107.8,23220.13,26.30390096868536
Street Transit,32094.1375,122016.86000000002,26.303035088757404
Street Transit,44520.91500000001,169275.4375,26.300871323992297
Fire Services,33121.39333333333,125952.12666666666,26.29681150282549
Journeyman Trade,41376.885,157351.16,26.29588812691308
Journeyman Trade,15044.815,57214.51,26.29545372319015
Human Services,44014.315,167385.615,26.29515983198437
Police Services,19233.835,73147.155,26.294713717847262
Street Transit,36504.07,138836.91333333333,26.292769785480203
Street Transit,34847.03,132536.62,26.292378664855043
Skilled Labor,21968.260000000002,83559.26,26.29063493381823
"Clerical, Secretarial & Steno",2287.03,8699.08,26.29048129227459
Journeyman Trade,37049.3575,140931.53,26.288906038272625
Skilled Labor,31433.595,119573.535,26.288087075455284
Journeyman Trade,24708.41,93994.24,26.287153340460012
Nursing,29099.074,110698.822,26.28670610424382
Skilled Labor,36427.045,138583.0525,26.285353326302292
Journeyman Trade,42506.7675,161719.4275,26.284267856439204
"Lab, Pharmacy & Med Techs",38153.236000000004,145157.59000000003,26.28401036418419
Protection & Apprehension,36505.46,138889.1,26.283891248485304
"Clerical, Secretarial & Steno",3904.6,14856.32,26.282417180028432
Human Services,30866.190000000002,117440.9,26.282317318753524
Supervisory-Labor & Trade,42336.90666666667,161086.8866666667,26.28203173003985
Correction & Detention,18699.75,71156.81999999999,26.279631383189976
Journeyman Trade,27292.89,103864.77,26.27733157258231
Fire Services,29408.607500000002,111919.28,26.27662320558174
Dietary & Food,15210.4175,57889.17,26.275065785189184
"Clerical, Secretarial & Steno",416.465,1585.19,26.272244967480233
Journeyman Trade,44459.8,169228.40499999997,26.272067032718304
Fire Services,19275.57,73371.39,26.27123460520511
Human Services,44962.107500000006,171148.77500000002,26.27077377562299
Protection & Apprehension,17211.0075,65524.03,26.266710854017983
Journeyman Trade,37230.464,141742.302,26.26630404238814
Journeyman Trade,37721.54,143633.78,26.262304034608015
Journeyman Trade,34155.33,130056.34599999999,26.26194803289338
Journeyman Trade,30151.89333333333,114817.59666666668,26.260690180503392
Journeyman Trade,32752.614999999998,124724.155,26.260041609422007
Street Transit,35510.41,135233.76750000002,26.25853783153679
"Clerical, Secretarial & Steno",6269.305,23876.239999999998,26.257505369354643
Skilled Labor,6600.37,25138.4,26.25612608598797
Public Safety Inspection,32445.784999999996,123576.915,26.255538908703137
"Clerical, Secretarial & Steno",3356.58,12784.38,26.255320946342337
Skilled Labor,25809.222,98310.53799999999,26.2527522736169
Protection & Apprehension,23190.095,88336.1575,26.2520984116838
Fire Services,19663.6,74906.88,26.25072623502674
Journeyman Trade,32389.392499999998,123396.005,26.24833154039306
Fire Services,21826.46,83156.49,26.24745224335466
Journeyman Trade,25930.54,98797.4825,26.246154602168126
Street Transit,43812.600000000006,166939.0975,26.24466087101016
Agriculture & Horticulture,36440.332500000004,138858.29,26.242821008382002
Journeyman Trade,39730.8975,151403.9325,26.24165491870563
Skilled Labor,34077.1125,129863.04500000001,26.24080815292757
"Clerical, Secretarial & Steno",32193.256666666664,122695.39333333333,26.23835809320524
Fire Services,21820.575,83164.115,26.237969345311978
Journeyman Trade,40231.6175,153339.48500000002,26.23695879766389
Journeyman Trade,44792.275,170740.4425,26.234133134567696
Journeyman Trade,21377.146666666667,81489.80333333334,26.23290987612724
Airport Operation,31096.824999999997,118544.765,26.232136864078303
"Clerical, Secretarial & Steno",7934.35,30248.68,26.23040079765464
Revenue,2578.94,9831.985,26.23010511102285
Journeyman Trade,36092.405,137601.1225,26.229731519813726
Probation & Parole,25497.664999999997,97209.47249999999,26.229609465270993
Fire Services,19715.85,75179.41,26.22506614510542
Journeyman Trade,33268.652,126865.96800000002,26.22346443610472
Protection & Apprehension,25636.215,97772.66500000001,26.220227299726357
Journeyman Trade,38830.13333333333,148095.01,26.219744563529407
Correction & Detention,35292.895000000004,134610.2825,26.218572864223805
Police Services,24924.18,95063.91,26.218340903503755
Probation & Parole,30736.934999999998,117236.79,26.217823773578242
Journeyman Trade,33795.15,128902.69666666666,26.217566330200132
"Clerical, Secretarial & Steno",6808.77,25971.81,26.216001118135395
Correction & Detention,28978.892499999998,110547.01749999999,26.21408804629216
Nursing,8002.676666666666,30528.31,26.213952448290346
Fire Services,21966.440000000002,83798.565,26.213384441607086
Correction & Detention,12985.94,49540.82,26.212606089281525
Med Therapy & Auxiliary,8471.015,32316.97,26.212281039961354
Fire Services,32112.17333333333,122510.62666666666,26.21174522329872
Human Services,41863.6125,159724.2675,26.209926115328724
"Lab, Pharmacy & Med Techs",47346.630000000005,180655.26,26.20827647088715
Correction & Detention,19578.875,74705.27,26.208157737733895
Protection & Apprehension,31997.395000000004,122092.465,26.207510021195823
Street Transit,25401.085,96923.935,26.207236633551865
Journeyman Trade,27359.18,104396.92,26.20688426440167
Journeyman Trade,34179.885,130438.69,26.20379352169207
Police Services,12902.973333333333,49245.583333333336,26.201280317862686
Police Services,19223.31,73374.62,26.1988545903202
Police Services,19234.99,73426.875,26.19611688499613
Journeyman Trade,42469.987499999996,162137.81,26.193759185473148
Journeyman Trade,42197.845,161107.8175,26.192301313994275
Journeyman Trade,28721.464999999997,109657.965,26.19186394713781
Nursing,3782.7974999999997,14443.185000000001,26.190881720340762
Correction & Detention,37707.41,143973.32749999998,26.19055255217325
Street Transit,44383.78,169465.83000000002,26.190400743323888
"Clerical, Secretarial & Steno",2572.99,9824.34,26.189952709291408
"Clerical, Secretarial & Steno",1177.14,4495.46,26.185084507480884
Nursing,3423.77,13075.34,26.184940506327177
"Budget, Admn & Stats Analysis",11681.35,44612.33,26.184128916826353
Journeyman Trade,40995.615000000005,156568.0225,26.18390035551481
Construction Inspection,44976.895000000004,171774.98,26.183612421320035
Journeyman Trade,31592.728000000003,120658.75600000001,26.183535325028544
Journeyman Trade,20025.64,76482.93,26.183149625674645
Police Services,24932.58,95229.315,26.18162274925531
Journeyman Trade,33950.355,129679.8275,26.180135842639057
Journeyman Trade,37201.89,142111.64666666667,26.17793183922481
Revenue,2307.79,8815.815,26.17784061938686
Protection & Apprehension,34289.2075,130990.3475,26.176896354901263
Human Services,44282.49,169172.8,26.175892342031343
Public Safety Inspection,44539.8475,170169.925,26.17374809326619
Correction & Detention,25911.469999999998,98999.636,26.173298253339027
Nursing,35619.875,136094.335,26.172929975373332
Nursing,20621.325,78790.22,26.172442468113427
Correction & Detention,38038.47749999999,145342.025,26.171699135195066
Street Transit,22855.870000000003,87334.55,26.1704789227173
Journeyman Trade,33608.55,128433.24,26.16810881668951
Airport Operation,39400.19750000001,150566.03,26.168052315651817
Journeyman Trade,40300.7175,154018.6875,26.166121886995043
Journeyman Trade,40860.97749999999,156164.08500000002,26.165412809225625
Journeyman Trade,46081.1575,176115.35,26.165327156321126
Journeyman Trade,47040.295,179798.43999999997,26.162793737253786
Journeyman Trade,36141.865000000005,138143.33500000002,26.162583232842902
"Clerical, Secretarial & Steno",1049.9,4013.0299999999997,26.162276384676918
Police Services,27857.52,106487.34333333334,26.16040472791086
Fire Services,22056.32,84318.47,26.158349410277488
Police Services,28117.36,107494.69499999999,26.156974537208562
Nursing,35248.7975,134759.19,26.156878428847786
Dietary & Food,2832.92,10830.92,26.155857489483815
Correction & Detention,37365.935,142861.17750000002,26.1554158056691
Police Services,22583.55,86349.32500000001,26.15370762886681
Police Services,24173.183333333334,92427.98,26.153534171506653
Journeyman Trade,38811.5775,148407.7525,26.151987915860392
Protection & Apprehension,44488.425,170115.1075,26.15195419959982
Police Services,19198.975,73413.985,26.151658978871666
Skilled Labor,41048.645,156970.63,26.150525738477313
Journeyman Trade,19957.4775,76318.73,26.150169820698014
Journeyman Trade,18871.0975,72167.3775,26.149069224525995
Journeyman Trade,42464.240000000005,162413.765,26.145714927549403
Protection & Apprehension,24246.815,92738.91,26.145244752175756
Journeyman Trade,8714.21,33330.43,26.144907221418983
Nursing,29348.419999999995,112253.528,26.144764020245308
Journeyman Trade,20958.510000000002,80168.81,26.142972560026777
Journeyman Trade,46022.795,176046.30000000002,26.142438097250547
Human Services,41532.515,158872.095,26.142108216046374
Journeyman Trade,38465.22749999999,147167.765,26.13699236378292
Journeyman Trade,32186.7125,123154.53,26.135224177299854
Street Transit,25048.516666666666,95842.5,26.135082731217015
Journeyman Trade,39296.43,150361.16,26.134694624595873
Correction & Detention,29747.275,113823.505,26.13456245263226
Journeyman Trade,40683.74,155673.3075,26.134049987985254
Fire Services,20512.645,78495.955,26.132104514175285
Fire Services,33209.380000000005,127086.77999999998,26.13126243343329
Journeyman Trade,38064.200000000004,145670.45666666667,26.130349880828046
Fire Services,23977.48,91761.315,26.130270691957712
Street Transit,40677.0,155670.285,26.130227743849765
