Job Family,Total Benefits,Total Compensation,Percent_Total_Benefit
Personnel,23285.150000000005,74191.71333333333,31.385108867054974
Agriculture & Horticulture,32143.8875,102420.04000000001,31.38437311682362
Street Transit,35051.22,111687.79749999999,31.383213551149137
Housekeeping & Laundry,20719.9,66022.69,31.382998784205856
Agriculture & Horticulture,25485.12,81214.3,31.38008946700273
Correction & Detention,12446.279999999999,39667.95333333333,31.376158722918735
Street Transit,24962.9125,79562.63,31.375172615585985
Housekeeping & Laundry,29781.845,94922.51250000001,31.374901712594255
Street Transit,40478.5975,129017.38,31.374530702762684
Semi-Skilled & General Labor,30936.703333333335,98604.75333333334,31.37445436200405
Skilled Labor,3562.96,11357.175,31.371886054410542
Skilled Labor,23567.86,75126.86,31.370750754124426
Street Transit,26024.042499999996,82960.5975,31.36915991956301
Street Transit,35339.08,112655.8125,31.369069394444253
Correction & Detention,16324.845000000001,52042.025,31.368581449319084
Nursing,7578.81,24160.55,31.368532587213455
Street Transit,31660.51,100940.16500000001,31.365621405512854
Street Transit,40057.542499999996,127724.155,31.36254258248958
Protection & Apprehension,17554.393333333333,55973.40333333333,31.362026047966474
Agriculture & Horticulture,31246.685,99634.0575,31.361449873704082
Dietary & Food,4786.465,15263.015,31.3598918693325
Semi-Skilled & General Labor,18056.79,57581.435,31.358700942413126
Human Services,23545.72,75086.5875,31.358090417945817
Housekeeping & Laundry,30460.440000000002,97144.315,31.355864725588933
Street Transit,25330.17,80783.655,31.355563201491687
Housekeeping & Laundry,30475.84,97197.29499999998,31.35461743045422
Human Services,27222.0925,86820.63,31.35440562916901
Housekeeping & Laundry,31362.9875,100028.67499999999,31.353996741434397
Street Transit,34713.204999999994,110716.01,31.353374277125774
Street Transit,33694.185,107468.86,31.35250992706166
Computer Operatns & Repro Svcs,22644.685,72226.20749999999,31.352449178506298
Street Transit,39782.627499999995,126895.5425,31.350689485408832
Street Transit,39621.7775,126383.26000000001,31.350494915228484
Street Transit,36321.537500000006,115858.84250000001,31.349819069701134
Street Transit,31985.695,102030.2425,31.349229616895208
Street Transit,17635.257999999998,56254.994000000006,31.34878656284275
Street Transit,29922.53,95454.95,31.347279528196285
Purchasing & Storekeeping,7678.41,24495.14,31.34666713478674
Street Transit,40409.0475,128926.59749999999,31.342677371129728
Semi-Skilled & General Labor,19010.4075,60659.792499999996,31.33938761824812
Housekeeping & Laundry,16821.725,53677.73,31.338368817012192
Street Transit,17937.6825,57241.4725,31.33686419405091
Skilled Labor,10910.965,34819.06,31.336184836695768
"Clerical, Secretarial & Steno",17240.8625,55021.515,31.334765136874182
Semi-Skilled & General Labor,28118.92,89741.37749999999,31.333283244955762
Public Service Aide,16328.583333333334,52114.55333333334,31.332098788016093
Street Transit,35014.372500000005,111754.05,31.331636303113854
Street Transit,38791.5475,123815.2625,31.330182335154362
Street Transit,39016.1775,124535.035,31.329478889213785
Street Transit,38075.7175,121540.24750000001,31.327661645579578
Semi-Skilled & General Labor,20291.2525,64780.12000000001,31.32327093558949
Street Transit,38246.275,122106.47,31.32207081246391
Street Transit,32826.1025,104802.16750000001,31.321969080458185
"Clerical, Secretarial & Steno",29229.614999999998,93320.33249999999,31.321807602860822
Street Transit,33176.3975,105925.1275,31.32061134408358
Semi-Skilled & General Labor,26285.13666666667,83923.40000000001,31.320390578392516
Street Transit,38474.045,122840.82,31.32024436176834
Semi-Skilled & General Labor,22687.638,72451.3,31.314328383341632
Protection & Apprehension,21896.8975,69928.0175,31.31348246788206
Street Transit,35579.145000000004,113631.9825,31.310854758694372
Street Transit,37575.337499999994,120018.98999999999,31.30782678641105
Street Transit,39036.4425,124687.48,31.307427578133744
Street Transit,38332.68,122458.7325,31.302528792709822
Street Transit,35003.145,111833.7875,31.299257391242335
Protection & Apprehension,28698.9625,91692.5075,31.299135864508887
Street Transit,38052.10249999999,121578.9525,31.298264804510463
Information Systems,21056.45666666667,67277.33,31.29799691317516
Street Transit,26816.22333333333,85682.49,31.29720358655932
Airport Operation,26972.166666666668,86185.23333333334,31.295577703373006
Street Transit,38620.82,123420.545,31.292051092466007
Street Transit,40292.237499999996,128771.4525,31.289728210528644
Med Therapy & Auxiliary,27912.5475,89207.91,31.289318962858786
Agriculture & Horticulture,31990.7125,102248.38750000001,31.2872537965452
Street Transit,39718.83,126949.125,31.2872026490927
Housekeeping & Laundry,29619.575,94670.1125,31.287144609657037
Street Transit,11215.326666666666,35846.94,31.286705829470147
Human Services,31118.3225,99462.3725,31.286527475503362
Street Transit,21990.8875,70290.2,31.28585137046132
"Payroll, Billing & Accounting",22082.36666666667,70582.83,31.28574848396794
Agriculture & Horticulture,32158.6575,102790.5275,31.28562357071278
Agriculture & Horticulture,24611.358,78674.552,31.282488904417278
Street Transit,39518.5775,126331.655,31.28161148526076
Street Transit,39830.3475,127329.94499999999,31.281210009161637
Housekeeping & Laundry,29796.415,95257.34999999999,31.27991173384521
Street Transit,30464.902500000004,97396.385,31.279294914282502
Street Transit,38840.955,124182.3425,31.27735732638479
Skilled Labor,29885.4625,95558.77,31.27443195428321
Protection & Apprehension,30744.86,98308.91,31.27372686768676
Street Transit,17812.515,56958.15499999999,31.272984526974234
Street Transit,603.61,1930.2250000000001,31.271483894364643
Semi-Skilled & General Labor,10665.460000000001,34108.31,31.269388603539728
Semi-Skilled & General Labor,31230.627500000002,99879.6575,31.268256501580417
Street Transit,34631.6675,110759.46250000001,31.267457170984375
Human Services,13133.769999999999,42005.055,31.267117731425415
Personnel,9853.51,31515.455,31.265644110167536
Correction & Detention,20790.785,66497.42,31.26555135522551
Street Transit,34871.315,111532.90000000001,31.26549654855204
Med Therapy & Auxiliary,22124.7425,70764.155,31.265465545373928
Street Transit,36459.795,116614.3125,31.265283152957746
Human Services,25927.09,82929.912,31.263858087778996
Street Transit,33135.1975,105988.195,31.26310198980179
Street Transit,35830.2425,114611.2475,31.26241383944451
Street Transit,25864.242000000002,82736.258,31.26107298688805
Human Services,21713.4075,69461.8825,31.25945730019626
Semi-Skilled & General Labor,28389.785,90821.11750000001,31.259013081401466
Street Transit,38733.71000000001,123918.3375,31.25744807543113
Skilled Labor,20205.52,64653.15666666667,31.252178612366798
Street Transit,31321.545,100223.8375,31.25159221727067
Street Transit,39274.81,125675.99,31.25084592530363
Semi-Skilled & General Labor,6302.125,20166.89,31.24986053873453
Street Transit,27407.178000000004,87706.19399999999,31.248851135873036
Semi-Skilled & General Labor,30160.485,96517.89000000001,31.248595467638175
Street Transit,38399.6775,122886.39,31.248112585942184
Street Transit,39767.0225,127263.405,31.247806468795957
Street Transit,13634.186000000002,43635.984000000004,31.24528141728166
Street Transit,33092.98,105926.375,31.241492026891322
Med Therapy & Auxiliary,28742.6225,92002.05500000001,31.24128314307762
Street Transit,39637.634999999995,126878.21,31.24069530930488
Street Transit,33377.4625,106841.32750000001,31.240216946948735
Street Transit,35438.057499999995,113437.80000000002,31.240078263153897
"Payroll, Billing & Accounting",11136.876666666665,35651.38333333333,31.238273596676702
Street Transit,30586.449999999997,97915.7775,31.237509195083497
Human Services,23618.262000000002,75611.564,31.236309303164266
Street Transit,38395.162500000006,122921.6375,31.235479188926362
Correction & Detention,29022.364999999998,92917.585,31.23452358345301
Protection & Apprehension,24886.6875,79680.875,31.23294956286562
Housekeeping & Laundry,30910.39,98968.41500000001,31.23258061675535
Correction & Detention,14414.29,46151.81,31.232339533379083
Street Transit,39087.575,125152.23,31.23202439141516
Housekeeping & Laundry,31029.4525,99353.4225,31.23138762532312
Street Transit,30353.147999999997,97188.8,31.231117165763955
Street Transit,19578.77,62691.44,31.230372120978554
Nursing,24370.685,78043.2175,31.227165896895524
Housekeeping & Laundry,29832.0025,95535.8975,31.225961424604815
"Lab, Pharmacy & Med Techs",28828.15,92321.69,31.2257607069368
Housekeeping & Laundry,19653.245,62942.08,31.224333546015636
Street Transit,32278.885000000002,103384.425,31.222193284916948
Street Transit,32468.1925,103991.69249999999,31.221909865540464
Street Transit,39727.587499999994,127245.49,31.22121459864707
Street Transit,25365.343333333338,81252.56000000001,31.217900498560702
Semi-Skilled & General Labor,23134.986666666668,74117.44333333333,31.213956696563518
Protection & Apprehension,27559.087499999998,88291.35749999998,31.213799719864998
Protection & Apprehension,28298.0025,90659.75,31.21341333943674
Street Transit,30556.760000000002,97903.43,31.211123042369408
Street Transit,39391.1225,126210.065,31.210761598134027
Med Therapy & Auxiliary,22071.699999999997,70718.5575,31.210619645345567
Street Transit,24981.658,80042.296,31.210571470863353
Street Transit,31973.114999999998,102448.95749999999,31.208824160070154
Street Transit,28892.204999999998,92587.52500000001,31.205289265481497
Street Transit,5268.05,16882.35,31.204482788237424
Nursing,6061.13,19425.21,31.202391119581208
Street Transit,12434.085000000001,39850.149999999994,31.202103379786532
Nursing,19954.170000000002,63951.795000000006,31.201891987550933
Protection & Apprehension,25655.305,82227.03,31.200573582677134
Protection & Apprehension,29991.5025,96125.81,31.20025984696514
Street Transit,27656.405,88649.2025,31.197579019393885
Street Transit,39167.340000000004,125556.3375,31.195032269876467
Med Therapy & Auxiliary,27526.205,88242.15,31.193941897381244
Nursing,6066.705,19448.635000000002,31.193474503480573
Street Transit,26352.57,84482.57,31.192907602124315
Street Transit,34704.845,111267.72750000001,31.1903961550756
"Payroll, Billing & Accounting",17750.625,56915.005000000005,31.18795298357612
Purchasing & Storekeeping,20969.496666666666,67238.33166666665,31.186818808388544
Purchasing & Storekeeping,31886.67,102261.21,31.181588795986276
Semi-Skilled & General Labor,31989.7675,102592.63750000001,31.181348174229363
Housekeeping & Laundry,30017.872499999998,96268.905,31.181275511547575
Street Transit,37101.80500000001,118999.1,31.178223196646034
Street Transit,35446.490000000005,113698.77,31.1757902042388
"Payroll, Billing & Accounting",21905.16,70263.44,31.175757975982954
"Clerical, Secretarial & Steno",30794.162500000002,98777.70999999999,31.17521402348769
Street Transit,33946.880000000005,108890.995,31.17510313869389
Street Transit,22875.656,73380.436,31.17405298600297
Street Transit,40614.215000000004,130287.04749999999,31.172872345579872
Street Transit,38219.009999999995,122606.9725,31.1719710720367
Housekeeping & Laundry,28763.710000000003,92286.125,31.167968099213184
Housekeeping & Laundry,29767.8275,95510.26999999999,31.16714830771602
"Clerical, Secretarial & Steno",28803.989999999998,92421.91750000001,31.165756758941942
Housekeeping & Laundry,30663.385000000002,98390.865,31.164869828108532
Street Transit,32588.872500000005,104570.72750000001,31.164431269735598
Street Transit,30176.239999999998,96830.88,31.16386012396045
Semi-Skilled & General Labor,31659.4825,101596.56999999999,31.16195999530299
Street Transit,30082.482,96543.962,31.15936136948678
Protection & Apprehension,29270.17,93938.23999999999,31.158950817047458
Housekeeping & Laundry,30870.8225,99092.01999999999,31.153691790721393
Street Transit,40418.34,129746.8825,31.15168489693769
Street Transit,19704.0775,63255.3225,31.15007041502318
Street Transit,33970.457500000004,109054.41,31.150008055611877
Street Transit,35653.032499999994,114457.0425,31.14970623148855
Semi-Skilled & General Labor,30999.067499999997,99519.4075,31.14876613388197
Semi-Skilled & General Labor,31424.96,100889.565,31.14787936690975
Protection & Apprehension,25728.685,82603.39249999999,31.14724979364498
Street Transit,39682.3675,127403.33499999999,31.14703983219906
Agriculture & Horticulture,25989.924,83444.764,31.146261016449156
Street Transit,39062.2175,125415.53,31.146236434993334
Housekeeping & Laundry,11867.449999999999,38108.4825,31.141229514977404
Street Transit,40204.744999999995,129110.865,31.139706948752917
Street Transit,39758.13,127679.7675,31.138942980922952
Nursing,30477.102499999997,97876.26,31.138401181246607
Street Transit,33729.4225,108334.15,31.134616831350044
Housekeeping & Laundry,31958.04,102647.435,31.133793065554926
Recreation,31218.535,100281.30249999999,31.130962823303975
Street Transit,38459.6175,123542.2575,31.130738808136154
Information Systems,29002.49,93164.74,31.130328920576606
Street Transit,27180.010000000002,87315.27,31.12858724481984
Protection & Apprehension,5352.106666666667,17194.18,31.127431879081563
Street Transit,19774.23,63527.955,31.126816532973557
"Clerical, Secretarial & Steno",21763.873333333333,69925.67,31.124297176320702
Human Services,21486.823333333334,69037.34,31.12348090661276
Computer Operatns & Repro Svcs,19489.86,62622.66,31.12269584204823
Skilled Labor,18361.045000000002,58998.100000000006,31.121417469376134
Street Transit,19024.045,61129.0475,31.121121263994826
Street Transit,19657.373333333333,63169.791666666664,31.11831274837986
Semi-Skilled & General Labor,32307.3575,103821.815,31.118081975353633
Street Transit,39865.7675,128131.075,31.113270141532805
Street Transit,38177.845,122710.54250000001,31.11211491873243
Semi-Skilled & General Labor,31819.835,102279.4675,31.11067722365684
Nursing,18178.176666666666,58431.15666666667,31.110417290501463
Street Transit,25167.503333333338,80897.69166666667,31.110286109317297
Human Services,16079.833333333334,51691.051666666666,31.107576291976518
Housekeeping & Laundry,5026.490000000001,16158.47,31.107462525845587
Computer Operatns & Repro Svcs,27796.0225,89359.07,31.105989017119356
Housekeeping & Laundry,29819.1625,95863.45749999999,31.105870033949067
Dietary & Food,16543.68,53190.335999999996,31.10279280807702
Protection & Apprehension,24387.915,78419.0675,31.09947080153688
Street Transit,26305.976666666666,84586.99333333333,31.099316372438345
Protection & Apprehension,16528.695,53151.1625,31.09752303159879
Street Transit,40187.2275,129249.995,31.092633697974225
Human Services,21959.882,70629.452,31.091678298735776
Housekeeping & Laundry,32251.2325,103744.37,31.087212250650325
Street Transit,39385.5075,126698.565,31.085993357541184
Nursing,12610.163333333332,40567.066666666666,31.08473047102247
Street Transit,38482.275,123799.795,31.08428006686118
Agriculture & Horticulture,31523.265,101412.85,31.084093386587597
Housekeeping & Laundry,21964.65,70662.17,31.084029828124443
Street Transit,36133.72749999999,116246.655,31.08367075164442
Human Services,25069.931999999997,80658.94,31.08140523542709
"Lab, Pharmacy & Med Techs",24309.012499999997,78213.5475,31.0803093287643
Protection & Apprehension,19134.385,61571.2325,31.076826340937707
Street Transit,35478.4925,114180.0075,31.072420887693493
Street Transit,29496.6375,94932.20749999999,31.071264723302683
Protection & Apprehension,31466.5975,101273.8825,31.07079211661506
Nursing,6640.05,21371.36,31.069852363162664
Street Transit,30874.855000000003,99372.765,31.069735253919927
Street Transit,16097.768333333332,51812.785,31.069104533433844
Purchasing & Storekeeping,29395.6375,94614.2575,31.068930071136474
Street Transit,25201.4075,81116.00749999999,31.068352938845027
Street Transit,30162.495,97089.6575,31.066640646044096
"Clerical, Secretarial & Steno",31276.8075,100683.21250000001,31.064570471467622
Housekeeping & Laundry,32257.985,103842.69750000001,31.064278737558794
Street Transit,26464.68333333333,85193.99666666667,31.064023720920236
Street Transit,41449.515,133448.325,31.060348640569295
Human Services,26373.502,84913.59599999999,31.059221658684677
Agriculture & Horticulture,32800.11,105608.7975,31.058122785651456
Street Transit,29312.347500000003,94379.6775,31.057901739492593
"Lab, Pharmacy & Med Techs",27695.6975,89174.47499999999,31.057875586035134
Street Transit,40662.619999999995,130944.1925,31.05339704164428
Street Transit,38631.9675,124406.55,31.053001228633057
"Clerical, Secretarial & Steno",32109.375000000004,103412.53499999999,31.049790047212365
Street Transit,38826.325,125045.54999999999,31.04974547274973
Nursing,6650.12,21418.126666666667,31.049027319227108
Street Transit,34878.759999999995,112334.93750000001,31.048897855130768
Street Transit,39602.649999999994,127550.26,31.048662699707545
Skilled Labor,32447.555,104507.515,31.048059079770486
Street Transit,27176.8975,87533.4225,31.04745218890533
Street Transit,41063.1175,132262.68,31.04663953580859
Computer Operatns & Repro Svcs,27567.485,88795.6425,31.045988546115876
Street Transit,38741.177500000005,124787.605,31.045693600738637
Street Transit,34150.4275,110003.90000000001,31.044742504583922
Street Transit,22373.905000000002,72070.26000000001,31.044573725694896
Street Transit,39195.2425,126256.9225,31.04403443700285
Street Transit,25861.0325,83305.965,31.04343428468778
Agriculture & Horticulture,31249.627500000002,100669.27249999999,31.04187278198519
Street Transit,40082.825,129125.13249999998,31.041846171968114
"Lab, Pharmacy & Med Techs",13025.5625,41962.1675,31.041205152236234
Street Transit,30091.3775,96941.12,31.040880794445126
Protection & Apprehension,36049.7675,116139.4375,31.04007413502412
Nursing,30813.99,99274.5625,31.039159704179003
Agriculture & Horticulture,22809.260000000002,73487.7875,31.03816399425551
Protection & Apprehension,32167.2275,103638.41999999998,31.037936992864235
Human Services,25747.841999999997,82956.99799999999,31.037576841919957
Street Transit,20489.944000000003,66017.012,31.037369579828912
Street Transit,14487.595000000001,46678.765,31.036800138135618
Street Transit,41160.14750000001,132622.905,31.035474226718236
Street Transit,38246.284999999996,123245.995,31.03247695797336
Street Transit,38975.13,125595.7225,31.03221130799259
Street Transit,25662.001666666663,82696.61666666667,31.031501288746792
Street Transit,38325.86750000001,123514.18,31.029528350510045
Human Services,15556.055,50138.207500000004,31.02634851874192
Street Transit,40750.002499999995,131349.41,31.024122986163388
Street Transit,13843.825,44624.130000000005,31.02318185250894
Street Transit,38570.837499999994,124330.6675,31.022786473819902
Agriculture & Horticulture,25803.704999999998,83178.9425,31.021920000966585
Street Transit,21745.82,70100.84666666666,31.02076655850186
Nursing,29741.795,95890.7325,31.01633935271065
Semi-Skilled & General Labor,28238.567499999997,91044.24999999999,31.01631074999245
Street Transit,22279.845,71833.84250000001,31.015805676829828
Protection & Apprehension,21531.0375,69419.73000000001,31.01573212687516
Street Transit,39495.84,127342.915,31.01534152881611
Nursing,16054.02,51762.8,31.01458962807267
Protection & Apprehension,32312.0675,104184.455,31.01428855197256
Human Services,23140.855000000003,74615.20000000001,31.013593744974216
Protection & Apprehension,30785.070000000003,99264.82250000001,31.01307112094015
Street Transit,7597.5380000000005,24498.136000000002,31.012718681943802
Street Transit,23584.66,76050.8,31.01171848290879
Street Transit,38799.035,125119.0075,31.00970490035257
Street Transit,29446.885000000002,94965.20499999999,31.008078169262106
Street Transit,20268.79666666667,65366.30000000001,31.00802197258628
Protection & Apprehension,32556.505,104994.18000000001,31.007913962469157
Semi-Skilled & General Labor,23220.823333333334,74887.06,31.00779137721969
Street Transit,33624.14,108438.1925,31.0076544295037
Housekeeping & Laundry,25027.822500000002,80727.585,31.002813350603763
Human Services,23141.1175,74648.6875,31.00003265295187
"Clerical, Secretarial & Steno",23539.675,75934.65,30.999912424696763
Street Transit,34329.385,110748.8425,30.997511328391536
Med Therapy & Auxiliary,20467.805,66032.595,30.99651770462754
Street Transit,41090.36,132566.86,30.995951778596858
Street Transit,24470.715000000004,78950.26,30.99510375266656
"Payroll, Billing & Accounting",18376.771666666664,59293.57666666666,30.992854032024713
Hospital Administration,31895.627500000002,102914.78,30.99227098381788
Human Services,33180.4,107072.54000000001,30.988711017782894
Street Transit,41244.8125,133106.62,30.986296924976386
Street Transit,35954.7475,116037.1,30.985561945274398
Nursing,28384.177499999998,91605.73749999999,30.985152540254372
Nursing,31736.907499999998,102438.8725,30.981312782410797
Information Systems,17029.425000000003,54968.95,30.98008057275972
Purchasing & Storekeeping,27610.285000000003,89123.02249999999,30.979969289080167
Semi-Skilled & General Labor,30139.182500000003,97287.975,30.97935022288212
Street Transit,40728.4025,131471.0675,30.978985167211786
Agriculture & Horticulture,32859.1175,106069.19,30.97894638395938
Street Transit,36617.762500000004,118212.015,30.976345763161216
Agriculture & Horticulture,26360.248000000003,85101.93800000001,30.974909173043745
"Lab, Pharmacy & Med Techs",30009.75,96893.98,30.971738388700725
Street Transit,37139.676666666666,119919.56666666667,30.970489386358135
Housekeeping & Laundry,16712.18,53962.41,30.9700400704861
Protection & Apprehension,28142.0775,90874.7975,30.96796721885405
Information Systems,29678.06,95835.71,30.967642437250163
Street Transit,29786.477999999996,96186.648,30.96737293517079
Semi-Skilled & General Labor,31327.869999999995,101165.6175,30.96691422854212
Human Services,21625.197999999997,69833.526,30.966785208583048
Street Transit,35053.44499999999,113206.83,30.964072574066414
Personnel,22977.43333333333,74218.54,30.95915566829169
Protection & Apprehension,31356.6575,101284.4725,30.958997688416652
Med Therapy & Auxiliary,25676.8725,82939.42749999999,30.958584202911222
"Lab, Pharmacy & Med Techs",33042.8775,106733.5,30.958300346189343
Street Transit,38220.815,123466.7025,30.95637465493986
Street Transit,40920.805,132198.28,30.954113018717038
Nursing,21278.2825,68747.52,30.951345590357292
Housekeeping & Laundry,28065.962499999998,90686.175,30.94844666234958
Human Services,26422.555,85376.22750000001,30.948374944301676
Street Transit,38639.7475,124854.495,30.94782250330675
Protection & Apprehension,29258.19,94544.13249999999,30.946595231597268
Agriculture & Horticulture,25771.33,83282.6875,30.944402460595427
Street Transit,28768.575,92969.41500000001,30.944128238302888
"Lab, Pharmacy & Med Techs",29708.565000000002,96009.2225,30.943449208746586
Dietary & Food,15525.905,50175.165,30.943405965879734
Street Transit,24757.565,80009.3225,30.943350382700718
Airport Operation,17713.81,57252.99,30.939536956934475
Street Transit,30554.08,98756.93,30.938669316674794
Street Transit,35623.652500000004,115156.685,30.934940945894724
Street Transit,31553.497500000005,102001.60500000001,30.934314710047943
"Clerical, Secretarial & Steno",33006.23,106699.3925,30.933849974825307
Correction & Detention,12672.71,40969.75,30.931870465404348
Street Transit,39784.055,128618.50499999999,30.931828199993465
Housekeeping & Laundry,24678.41333333333,79785.10333333333,30.93110405614147
Street Transit,40124.3475,129722.4275,30.930925571832983
Street Transit,40165.380000000005,129861.29000000001,30.92944787472849
Protection & Apprehension,31220.56,100942.08,30.929182358833902
Street Transit,29089.12,94054.4375,30.927961267111932
Street Transit,31031.829999999998,100336.254,30.92783392132618
Street Transit,36716.997500000005,118726.88,30.925597893248778
Dietary & Food,26581.300000000003,85953.465,30.925222153638604
Agriculture & Horticulture,31552.277499999997,102043.885,30.920302083755434
Dietary & Food,23472.010000000002,75911.81,30.920103209237144
Street Transit,30315.010000000002,98063.278,30.913722871878708
Skilled Labor,25770.680000000004,83373.81,30.909802490734208
Street Transit,23381.76,75648.565,30.90839859288804
Protection & Apprehension,30860.705,99851.88249999999,30.906482909823964
Human Services,23954.559999999998,77509.95999999999,30.905137868733256
Street Transit,37935.4325,122748.4775,30.90501265076791
Semi-Skilled & General Labor,30864.357500000002,99869.16500000001,30.90479178433103
Protection & Apprehension,27812.585,89999.34,30.903098844947085
Street Transit,37071.53,119964.19,30.90216338725748
Nursing,22061.5925,71392.36,30.901895524955332
Housekeeping & Laundry,33281.795,107709.22,30.899671355896924
"Clerical, Secretarial & Steno",23687.592500000002,76662.76999999999,30.89843022891034
Nursing,18866.93,61062.46,30.897756166390938
Dietary & Food,5177.35,16757.78,30.89520210910992
Human Services,24827.618,80361.718,30.894832288179803
Correction & Detention,14582.555,47205.95,30.891349501492925
Street Transit,26703.732500000006,86447.79250000001,30.890010869855356
Street Transit,27103.025999999994,87741.88600000001,30.88949558253169
Revenue,11556.77,37414.73,30.88828918450033
Street Transit,31106.2725,100707.9375,30.887607543347812
Street Transit,31586.775,102263.74,30.88756092824299
Street Transit,39705.28999999999,128554.2325,30.886023142022957
Human Services,20202.121999999996,65411.01000000001,30.88489537158957
Street Transit,38943.8875,126101.965,30.882855394045606
Semi-Skilled & General Labor,24859.515,80496.5525,30.8827076786922
Street Transit,22661.36333333333,73379.19,30.882547672348696
"Payroll, Billing & Accounting",32907.777500000004,106579.05500000001,30.8764020285224
Street Transit,34489.7275,111703.87000000001,30.876036345025465
Street Transit,32993.2475,106868.14499999999,30.87285504955663
Street Transit,37404.98,121161.2975,30.8720530167647
Street Transit,38887.4325,125963.7825,30.871915504760267
Nursing,28634.265,92752.105,30.87182226214704
Street Transit,21071.86,68257.43,30.871159374151652
Street Transit,28409.142000000003,92034.196,30.86802866186825
Street Transit,37748.0925,122297.2725,30.865849849594966
Street Transit,32997.630000000005,106906.71,30.865817496394754
Street Transit,14583.467999999999,47248.378000000004,30.865542093317995
Street Transit,40986.505,132791.54,30.865298346566348
Street Transit,39568.14749999999,128200.1725,30.864348095943466
Supervisory-Labor & Trade,22472.478333333333,72811.23666666668,30.864025062798223
"Clerical, Secretarial & Steno",26319.162,85275.834,30.86356446540294
Street Transit,39398.455,127654.1575,30.863432708801515
Skilled Labor,21718.98,70372.94666666667,30.86268378511363
Street Transit,28132.228000000003,91153.222,30.862571155191866
Street Transit,30684.8025,99427.11,30.861605552047124
Semi-Skilled & General Labor,31806.299999999996,103062.39749999999,30.861207163359456
Protection & Apprehension,23874.1175,77360.28,30.860950218897866
Semi-Skilled & General Labor,17498.365,56700.725,30.86091932686928
Street Transit,29002.196666666667,93978.76000000001,30.86037384050041
Protection & Apprehension,28569.7725,92580.63999999998,30.859337870206993
Protection & Apprehension,26572.872499999998,86110.58499999999,30.859008216005034
Protection & Apprehension,31237.537500000002,101229.875,30.858022397044355
Street Transit,34923.145000000004,113186.63249999999,30.854478332500975
Housekeeping & Laundry,31348.962499999998,101604.72750000001,30.853842406102604
Semi-Skilled & General Labor,25222.050000000003,81752.8975,30.85156706525295
Human Services,27511.934999999998,89184.41,30.848368005125554
Street Transit,17009.5275,55139.6175,30.848105719993434
"Clerical, Secretarial & Steno",33317.899999999994,108006.7825,30.847970126320533
Street Transit,20120.059999999998,65226.675,30.84636768622653
Street Transit,40222.3825,130399.23000000001,30.84556749299823
Street Transit,31188.0925,101110.57250000001,30.845530520559556
Street Transit,27224.755,88262.54999999999,30.84519425282864
"Clerical, Secretarial & Steno",6550.72,21237.55,30.84498918189716
Street Transit,29737.456666666665,96412.98,30.84383105538971
Street Transit,37704.245,122244.1725,30.843388465000242
Street Transit,32049.015,103909.4675,30.843209739285786
Street Transit,27837.524999999998,90256.1875,30.842788479183213
Street Transit,36110.8225,117098.1625,30.83807783918044
"Clerical, Secretarial & Steno",28588.484999999997,92706.1375,30.837747932276866
Human Services,30728.887500000004,99647.045,30.837730812790287
Semi-Skilled & General Labor,25277.329999999998,81974.82250000001,30.8354800036316
Agriculture & Horticulture,31069.0075,100764.45749999999,30.833300025457888
Protection & Apprehension,29750.265,96488.6125,30.83292860077141
Purchasing & Storekeeping,29925.620000000003,97060.6275,30.831883917090895
Human Services,27513.135000000002,89241.32,30.830040389362235
Street Transit,38823.159999999996,125926.945,30.829906975032223
Human Services,12977.35,42093.69,30.82968017296654
Semi-Skilled & General Labor,26268.440000000002,85210.06666666667,30.82785993204246
Street Transit,30693.842500000002,99574.7975,30.824910791307413
Dietary & Food,20904.69,67819.01,30.824233500312083
Housekeeping & Laundry,30032.704999999998,97438.68000000001,30.82215912612937
Agriculture & Horticulture,26366.582000000002,85544.74799999999,30.82197635324147
Street Transit,34249.875,111131.0325,30.81936181957096
Street Transit,40409.6075,131117.9525,30.81927892368514
Street Transit,34280.1725,111233.8175,30.818121026908024
Street Transit,31189.56,101223.24166666665,30.812646864945137
Street Transit,14717.65666666667,47767.07666666667,30.81129868878307
Nursing,18387.02,59678.17999999999,30.81028945587818
Street Transit,35008.32,113626.365,30.81003251314077
Agriculture & Horticulture,30244.960000000003,98167.18,30.809645341752717
"Lab, Pharmacy & Med Techs",21504.45,69800.32,30.80852637924869
Street Transit,29860.385000000002,96930.2725,30.806046686807775
Street Transit,25406.6325,82475.225,30.805169067438126
Street Transit,40803.1175,132456.575,30.8049015309357
Street Transit,24483.872499999998,79481.2925,30.804572660918915
Skilled Labor,10440.550000000001,33895.371666666666,30.8022880016608
Street Transit,26885.61,87289.88500000001,30.800372803790495
Street Transit,27151.07666666667,88151.84999999999,30.800348111431212
Street Transit,40367.4825,131065.73750000002,30.79941659047239
Street Transit,31330.0125,101726.97,30.798137897943878
Housekeeping & Laundry,20197.8175,65582.02249999999,30.797795996608677
Semi-Skilled & General Labor,26360.388,85593.33600000001,30.797243374180432
Housekeeping & Laundry,22203.75,72097.575,30.79680557910582
Protection & Apprehension,13519.422,43900.914000000004,30.79530872637412
"Lab, Pharmacy & Med Techs",21113.78,68563.02,30.79470536741234
Agriculture & Horticulture,25918.162000000004,84176.99399999999,30.79007786854447
Nursing,19318.215,62746.1575,30.787885297996137
Street Transit,39015.1475,126722.67,30.787819969386693
